Last_name,Name,Gender,Date_birth,Position,City,Address,Phone,Email
Носенко,Наталія,Female,1959-05-18,Медик,селище Золотоноша,"узвіз Фонтанська дорога, буд. 334, Хирів, 21857",+380 (28) 424-46-48,fvlasenko@example.net
Ткаченко,Кирило,Male,1990-02-23,Літературознавець,селище Мала Виска,"площа Сергія Уточкіна, буд. 6, Кам'янка-Бузька, 70187",+380 73 060-49-13,ldubyna@example.com
Франчук,Остап,Male,1986-08-07,Архітектор,селище Шпола,"сквер Складська, буд. 278, Миргород, 30970",087 533 27 31,heorhii89@example.net
Приймак,Богуслава,Female,1970-06-28,Ґрунтознавець,хутір Жмеринка,"вулиця Ялинковий, буд. 524 кв. 4, Підгайці, 70832",066 139 30 29,umykytiuk@example.com
Чуйко,Герман,Male,1963-01-23,Стиліст,селище Барвінкове,"узвіз Путьова, буд. 13 кв. 179, Пологи, 22878",+380 (80) 090-32-18,arkhymovychnadiia@example.net
Гресь,Златослава,Female,1956-09-16,Гицель,село Вишгород,"провулок Крутоярська, буд. 09 кв. 18, Кальміуське, 03871",+380 (69) 272-00-51,xandriiovych@example.org
Євдокименко,Богуслав,Male,1947-07-02,Бізнесмен,село Львів,"узвіз Старопортофранківська, буд. 30, Жмеринка, 54166",096-43-13,olhatsisyk@example.com
Батіг,Альбіна,Female,1979-10-30,Сценарист,селище Світлодарськ,"шосе Деревообробна, буд. 15, Волноваха, 01071",+380 (14) 389-48-84,psemenchenko@example.com
Конопленко,Болеслав,Male,1988-04-11,Штукатур,хутір Харцизьк,"узвіз Молоді, буд. 4 кв. 502, Полонне, 92970",+380 89 073-75-87,ykozachenko@example.net
Тягнибок,Герман,Male,1961-12-13,Секретар,хутір Хрустальний,"проспект Баркасний, буд. 183 кв. 66, Болград, 24361",907 00 44,yiaremchuk@example.net
Дараган,Борис,Male,1953-02-21,Клоун,хутір Вугледар,"площа Станційна 1-ша, буд. 31, Сокиряни, 82951",+380 91 516 27 98,oles38@example.net
Лубенець,Єва,Female,2003-01-22,Агроном,селище Гадяч,"провулок Ковиловий, буд. 82, Біла Церква, 99054",+380 10 409 96 99,liubov95@example.org
Козаченко,Розалія,Female,1993-10-02,Електромонтер,селище Старий Самбір,"шосе Юрія Яновського, буд. 09 кв. 75, Глиняни, 48698",057 175-28-18,nfranko@example.net
Гайдай,Тимофій,Male,1996-10-18,Геофізик,хутір Скадовськ,"шосе Софіївська, буд. 893 кв. 72, Краматорськ, 96582",+380 (03) 604-61-81,mshylo@example.org
Вакарчук,Марія,Female,1980-09-22,Ботанік,хутір Тлумач,"провулок Лазурний 4-й, буд. 023, Армянськ, 69032",+380 (46) 172-81-68,tesliaklavdiia@example.net
Жарко,Едуард,Male,1952-06-16,Державний службовець,місто Ананьїв,"вулиця Траса Здоров'я, буд. 586, Новояворівськ, 69054",062-01-87,aiakymchuk@example.net
Байрак,Богуслав,Male,1946-04-20,Мінералог,хутір Тисмениця,"набережна Шухевича Романа, буд. 266, Роздільна, 73361",062 436-06-15,marusia03@example.org
Гузій,Пармен,Male,2004-06-17,Геофізик,місто Надвірна,"вулиця Новий, буд. 96 кв. 20, Жовті Води, 19136",+380 (79) 119-90-92,nestordzhun@example.net
Данилюк,Устим,Male,1941-02-15,Астронавт,хутір Борзна,"сквер Надіїі, буд. 25, Чоп, 24943",038 906-01-06,rostyslavnikoliuk@example.net
Шахрай,Марʼяна,Female,1944-07-19,Гицель,місто Волочиськ,"проспект Дігтярна, буд. 5 кв. 951, Гірник, 02097",021 639-85-81,hsimashkevych@example.net
Шевченко,Віктор,Male,1973-07-26,Локсмайстер,селище Токмак,"парк Лиманчик 2-й Лінія 8-ма, буд. 2, Шахтарськ, 15574",+380 04 496-17-92,babychenkomyroslav@example.com
Колісниченко,Нестор,Male,2006-02-22,Водій,місто Коростень,"вулиця Стеценко, буд. 096, Маріуполь, 06850",+380 04 040-43-22,iustym30@example.com
Даниленко,Гаврило,Male,2004-10-28,Диригент,місто Могилів-Подільський,"проспект Усатівська, буд. 656 кв. 82, Тальне, 15020",+380 (30) 693-82-74,bohuslav73@example.org
Левченко,Борис,Male,2004-06-23,Історик,місто Тальне,"площа 8-ма Лінія Дачі Ковалевського, буд. 579 кв. 0, Камінь-Каширський, 46161",971 44 04,aaron71@example.com
Лисенко,Олег,Male,1956-06-01,Кіноактор,місто Угнів,"набережна Новий, буд. 2, Шептицький, 25087",024 919 67 65,ahavriushenko@example.com
Якимчук,Григорій,Male,1966-07-09,Клоун,селище Сватове,"набережна Чорничний, буд. 11 кв. 61, Гірське, 41796",+380 (69) 442-72-80,nikoliukdaryna@example.org
Ващенко-Захарченко,Болеслав,Male,2003-04-22,Випробувач,селище Косів,"сквер Гетьманський, буд. 63, Острог, 87981",675-92-30,mariia09@example.org
Токар,Людмила,Female,1954-09-16,Кіноактор,хутір Синельникове,"площа Валерія Самофалова, буд. 2, Хуст, 53615",+380 51 774-58-67,ievhen32@example.org
Лазаренко,Ада,Female,1984-12-20,Астроном,місто Ірпінь,"площа Мирослава Скорика, буд. 2, Рава-Руська, 46127",087 268-74-21,vverkhovynets@example.net
Дуплій,Ярема,Male,1962-01-31,М'ясник,хутір Шумськ,"проспект Любомира Гузара, буд. 6 кв. 11, Ржищів, 70631",+380 (54) 118-08-50,humanets@example.net
Гупало,Тарас,Male,1995-12-02,Мовознавець,селище Шумськ,"шосе Луганська, буд. 08 кв. 113, Тульчин, 91233",032 049 34 99,okseniiatsybulenko@example.org
Гайдамака,Любов,Female,1994-09-24,Конструктор,селище Болград,"вулиця Зої Бутенко, буд. 52, Чорноморськ, 52225",+380 55 547-63-54,diarosh@example.net
Євтушенко,Ігнат,Male,1977-11-10,Археолог,місто Сторожинець,"сквер Колонічна, буд. 647, Ромни, 86764",+380 06 929-89-93,demian11@example.org
Хоменко,Панас,Male,1976-12-17,Географ,місто Долинська,"парк Бузковий, буд. 5, Ямпіль, 58777",049 634 14 81,liudmyla54@example.org
Скоробогатько,Леон,Male,1953-11-24,Бухгалтер,хутір Іловайськ,"сквер Дубовий гай, буд. 8 кв. 80, Бровари, 70464",+380 (16) 596-38-36,mbarannyk@example.org
Жук,Стефан,Male,2001-07-03,Пекар,місто Скадовськ,"площа тупик Хвиля, буд. 28 кв. 68, Часів Яр, 51506",+380 (01) 742-86-72,zieremenko@example.net
Копитко,Болеслав,Male,1995-02-23,Електрик,хутір Турка,"шосе Пересипська 9-та, буд. 316, Дебальцеве, 64181",003 085 44 05,hennadiiiermolenko@example.org
Приймак,Єлисавета,Female,1948-09-09,Композитор,місто Соснівка,"узвіз Стельмаха, буд. 431 кв. 6, Волочиськ, 01073",745 83 20,xzubko@example.net
Іваненко,Варвара,Female,1978-12-27,Ґрунтознавець,місто Лутугине,"проспект 11-ша Лінія 6-й ст. Люстдорфської дороги, буд. 7 кв. 1, Любомль, 23858",+380 21 992-69-85,riabetspylyp@example.net
Івасюк,Юстина,Female,2006-08-08,Менеджер,селище Трускавець,"шосе Березовий, буд. 668 кв. 904, Кам'янець-Подільський, 04140",+380 26 754-68-83,ielysei88@example.net
Дрозденко,Макар,Male,1961-04-14,Слідчий,селище Балаклія,"шосе Добровольців, буд. 1, Зміїв, 91410",+380 13 129-90-53,myroslav73@example.com
Баштан,Амвросій,Male,2005-02-08,Нотаріус,хутір Угнів,"вулиця Отамана Чепіги, буд. 442 кв. 385, Зміїв, 27986",+380 (95) 535-26-87,petrykihor@example.org
Щириця,Надія,Female,2000-07-20,Мірошник,хутір Вільнянськ,"вулиця Прилуцький, буд. 666, Немирів, 82607",+380 (91) 198-29-90,iustyna63@example.net
Чарниш,Демʼян,Male,1952-03-20,Лікар,місто Олександрія,"сквер Прохоровська, буд. 6, Білопілля, 84865",+380 62 158-42-88,qlubenets@example.net
Дараган,Ольга,Female,1997-01-16,М'ясник,хутір Українка,"набережна Селекційний, буд. 29, Підгородне, 04411",+380 (56) 157-42-14,vladyslavdakhno@example.com
Левченко,Людмила,Female,1982-04-13,Круп'є,місто Маріуполь,"узвіз Килимовий, буд. 0, Березань, 38941",080 514-34-69,huziisolomon@example.org
Сомко,Макар,Male,1950-12-09,Конструктор,село Івано-Франківськ,"шосе Миколи Леонтовича, буд. 40 кв. 402, Калинівка, 88483",503 26 05,anitahavrysh@example.com
Титаренко,Камілла,Female,1992-04-09,Круп'є,селище Кременець,"вулиця Супутників, буд. 78, Хрестівка, 95834",036 365-88-49,shakhraiiaroslav@example.org
Луценко,Георгій,Male,1990-07-15,Фрілансер,селище Дніпрорудне,"парк Байдарочний, буд. 6 кв. 16, Полтава, 81056",+380 94 280-37-23,norobets@example.net
Яремків,Василь,Male,1984-03-12,Фрілансер,селище Щолкіне,"узвіз Урожайна, буд. 40 кв. 0, Кипуче, 51566",+380 16 855 18 62,zatulahavrylo@example.com
